energy_densityc2,pressurec2,baryon_density
5.925416978000000000e+13,1.871743290000000000e+11,5.917183011694813281e+13
6.125360405000000000e+13,1.952691729000000000e+11,6.116243676766414062e+13
6.332059543000000000e+13,2.037716786000000000e+11,6.322003701623090625e+13
6.545740050000000000e+13,2.127207355000000000e+11,6.534685468504345312e+13
6.766638368000000000e+13,2.221495118000000000e+11,6.754521900895921875e+13
6.994998527000000000e+13,2.321003723000000000e+11,6.981753269098960156e+13
7.231076867000000000e+13,2.426252566000000000e+11,7.216631851981809375e+13
7.475131168000000000e+13,2.537800018000000000e+11,7.459411086612400000e+13
7.727439499000000000e+13,2.583721720000000000e+11,7.710376038586937500e+13
7.988292627000000000e+13,2.600817859000000000e+11,7.969831171176493750e+13
8.257984143000000000e+13,2.613714397000000000e+11,8.238073922286926562e+13
8.536815753000000000e+13,2.621943504000000000e+11,8.515405803667642188e+13
8.825099613000000000e+13,2.624999276000000000e+11,8.802138934724648438e+13
9.122924206000000000e+13,2.708594848000000000e+11,9.098349151960875000e+13
9.430699264000000000e+13,2.844697693000000000e+11,9.404421251476406250e+13
9.748873973000000000e+13,2.992501581000000000e+11,9.720789952707831250e+13
1.007780069000000000e+14,3.153651197000000000e+11,1.004780001678939844e+14
1.041784682000000000e+14,3.330054956000000000e+11,1.038581038963940312e+14
1.076939482000000000e+14,3.522857773000000000e+11,1.073519425610573594e+14
1.113283458000000000e+14,3.735432623000000000e+11,1.109633121237397500e+14
1.150857222000000000e+14,3.968863628000000000e+11,1.146961596557784688e+14
1.189702681000000000e+14,4.226534465000000000e+11,1.185545506261401094e+14
1.229864216000000000e+14,4.511394398000000000e+11,1.225427824266610000e+14
1.271386413000000000e+14,4.825899062000000000e+11,1.266651600155162656e+14
1.314316470000000000e+14,5.175764490000000000e+11,1.309262302057785469e+14
1.358702558000000000e+14,5.562858718000000000e+11,1.353306188704526875e+14
1.404595542000000000e+14,5.993687838000000000e+11,1.398832003773845312e+14
1.452047129000000000e+14,6.472566066000000000e+11,1.445889086579416562e+14
1.501111925000000000e+14,7.004798798000000000e+11,1.494529427127856875e+14
1.551845923000000000e+14,7.599159447000000000e+11,1.544806085364755000e+14
1.604307177000000000e+14,8.259501180000000000e+11,1.596773869368538438e+14
1.658556485000000000e+14,8.997833630000000000e+11,1.650489955514952812e+14
1.714656177000000000e+14,9.820037432000000000e+11,1.706012634147712812e+14
1.772672266000000000e+14,1.073711592000000000e+12,1.763403449249330312e+14
1.832672044000000000e+14,1.175994750000000000e+12,1.822724718964950000e+14
1.894726431000000000e+14,1.290215171000000000e+12,1.884041802011638750e+14
1.958909491000000000e+14,1.417751542000000000e+12,1.947422549317884062e+14
2.025294752000000000e+14,1.560074646000000000e+12,2.012933631989916250e+14
2.093965399000000000e+14,1.717749881000000000e+12,2.080650713857749688e+14
2.165000380000000000e+14,1.891670474000000000e+12,2.150644820699372500e+14
2.238486115000000000e+14,2.084852891000000000e+12,2.222993483519992812e+14
2.314510243000000000e+14,2.299989341000000000e+12,2.297774232034889375e+14
2.393171497000000000e+14,2.539794224000000000e+12,2.375074323748409062e+14
2.474562234000000000e+14,2.807134315000000000e+12,2.454973491396779062e+14
2.558784048000000000e+14,3.105222254000000000e+12,2.537559178914923750e+14
2.645943889000000000e+14,3.437615828000000000e+12,2.622922558420202500e+14
2.736156454000000000e+14,3.808400274000000000e+12,2.711160672344821250e+14
2.829534142000000000e+14,4.221879261000000000e+12,2.802366420652608438e+14
2.926197721000000000e+14,4.682706171000000000e+12,2.896638854047136875e+14
3.026277953000000000e+14,5.196157766000000000e+12,2.994084514657107500e+14
3.129904144000000000e+14,5.768042347000000000e+12,3.094806009898195625e+14
3.237218275000000000e+14,6.405108157000000000e+12,3.198915458268105625e+14
3.348374063000000000e+14,7.114400496000000000e+12,3.306533236304273750e+14
3.463514124000000000e+14,7.903573755000000000e+12,3.417765617807938125e+14
3.582807845000000000e+14,8.781306940000000000e+12,3.532741076261778750e+14
3.706426024000000000e+14,9.757139226000000000e+12,3.651585294650454375e+14
3.834549521000000000e+14,1.084205010000000000e+13,3.774429025389129375e+14
3.967365610000000000e+14,1.204764464000000000e+13,3.901404101830371250e+14
4.105076618000000000e+14,1.338647598000000000e+13,4.032651295728559375e+14
4.247893170000000000e+14,1.487267306000000000e+13,4.168313261895262500e+14
4.396038000000000000e+14,1.652180259000000000e+13,4.308537503413207500e+14
4.549752227000000000e+14,1.835154189000000000e+13,4.453481513083101250e+14
4.709287316000000000e+14,2.038112453000000000e+13,4.603304313542131250e+14
4.874906059000000000e+14,2.263079179000000000e+13,4.758166752767981875e+14
5.046889938000000000e+14,2.512340522000000000e+13,4.918237572788921250e+14
5.225538599000000000e+14,2.788419337000000000e+13,5.083691784543930000e+14
5.411173983000000000e+14,3.094155186000000000e+13,5.254713259831405625e+14
5.604141164000000000e+14,3.432682049000000000e+13,5.431494101462683750e+14
5.804794474000000000e+14,3.807238801000000000e+13,5.614220892125351875e+14
6.013518170000000000e+14,4.221499982000000000e+13,5.803092425346515000e+14
6.230724991000000000e+14,4.679511828000000000e+13,5.998316548160671250e+14
6.456861305000000000e+14,5.185871544000000000e+13,6.200112767791430000e+14
6.692398930000000000e+14,5.745471909000000000e+13,6.408702974345408750e+14
6.937834367000000000e+14,6.363505120000000000e+13,6.624309358698505000e+14
7.193702974000000000e+14,7.045801965000000000e+13,6.847164938100775000e+14
7.460586456000000000e+14,7.798829504000000000e+13,7.077517309854350000e+14
7.739124056000000000e+14,8.629962268000000000e+13,7.315634931919313750e+14
8.029959327000000000e+14,9.546428225000000000e+13,7.561759451444578750e+14
8.333801618000000000e+14,1.055653968000000000e+14,7.816156402636605000e+14
8.651436420000000000e+14,1.166970348000000000e+14,8.079119087843806250e+14
8.983698752000000000e+14,1.289604652000000000e+14,8.350942239195953750e+14
9.331448746000000000e+14,1.424582420000000000e+14,8.631900145171753750e+14
9.695645674000000000e+14,1.573090032000000000e+14,8.922303664038937500e+14
1.007737396000000000e+15,1.736484683000000000e+14,9.222513537315561250e+14
1.047766490000000000e+15,1.916029875000000000e+14,9.532797076471685000e+14
1.089776120000000000e+15,2.113292467000000000e+14,9.853532149858507500e+14
1.133895806000000000e+15,2.329896182000000000e+14,1.018507530927842625e+15
1.180257198000000000e+15,2.567483169000000000e+14,1.052773775184157750e+15
1.229023343000000000e+15,2.828127101000000000e+14,1.088199467107460375e+15
1.280337135000000000e+15,3.113587756000000000e+14,1.124810269072410125e+15
1.334393566000000000e+15,3.426334813000000000e+14,1.162661625460937500e+15
1.391358499000000000e+15,3.768408848000000000e+14,1.201780204608813250e+15
1.451449388000000000e+15,4.142527953000000000e+14,1.242220084353611500e+15
1.514876031000000000e+15,4.551275861000000000e+14,1.284020710269309500e+15
1.581863469000000000e+15,4.997437312000000000e+14,1.327222626286386500e+15
1.652683525000000000e+15,5.484340685000000000e+14,1.371886377420727750e+15
1.727595877000000000e+15,6.015178839000000000e+14,1.418053745139324250e+15
1.806886281000000000e+15,6.593480141000000000e+14,1.465772062679939250e+15
1.890871358000000000e+15,7.223127315000000000e+14,1.515095671826290000e+15
1.979890353000000000e+15,7.908327332000000000e+14,1.566079671522364750e+15
2.074307075000000000e+15,8.653634072000000000e+14,1.618780065449794750e+15
2.174514270000000000e+15,9.464001441000000000e+14,1.673255131856355000e+15
2.280937065000000000e+15,1.034481717000000000e+15,1.729566024485986500e+15
2.394032484000000000e+15,1.130199668000000000e+15,1.787775126403266000e+15
2.514289465000000000e+15,1.234197561000000000e+15,1.847944759667473500e+15
2.642237549000000000e+15,1.347178771000000000e+15,1.910140216920942000e+15
2.778444260000000000e+15,1.469915998000000000e+15,1.974426867594964750e+15
2.923527251000000000e+15,1.603254173000000000e+15,2.040874308632620750e+15
3.078152609000000000e+15,1.748120597000000000e+15,2.109553631339015500e+15
3.243075101000000000e+15,1.905574537000000000e+15,2.180552691826986500e+15
3.419093333000000000e+15,2.076761429000000000e+15,2.253953376221383500e+15
3.607019428000000000e+15,2.262858555000000000e+15,2.329818745427002500e+15
3.807765976000000000e+15,2.465197718000000000e+15,2.408227806342091000e+15
4.022330585000000000e+15,2.685245022000000000e+15,2.489265428283741500e+15
